"Year","LGA","Offence","Rate","Type"
2023,"CORANGAMITE","Serious assault",62.7,"Non-FV"
2023,"CORANGAMITE","Common assault",175.6,"FV"
2023,"CORANGAMITE","Common assault",75.2,"Non-FV"
2023,"CORANGAMITE","Stalking",12.5,"FV"
2023,"CORANGAMITE","Stalking",12.5,"Non-FV"
2023,"CORANGAMITE","Harassment and private nuisance",6.3,"FV"
2023,"CORANGAMITE","Threatening behaviour",75.2,"FV"
2023,"CORANGAMITE","Threatening behaviour",75.2,"Non-FV"
2023,"MOYNE","Serious assault",62.5,"FV"
2023,"MOYNE","Serious assault",34.1,"Non-FV"
2023,"MOYNE","Common assault",164.7,"FV"
2023,"MOYNE","Common assault",79.5,"Non-FV"
2023,"MOYNE","Stalking",11.4,"FV"
2023,"MOYNE","Stalking",22.7,"Non-FV"
2023,"MOYNE","Harassment and private nuisance",28.4,"FV"
2023,"MOYNE","Harassment and private nuisance",5.7,"Non-FV"
2023,"MOYNE","Threatening behaviour",11.4,"FV"
2023,"MOYNE","Threatening behaviour",39.8,"Non-FV"
2023,"WARRNAMBOOL","Serious assault",114.2,"FV"
2023,"WARRNAMBOOL","Serious assault",136.5,"Non-FV"
2023,"WARRNAMBOOL","Common assault",350.9,"FV"
2023,"WARRNAMBOOL","Common assault",253.4,"Non-FV"
2023,"WARRNAMBOOL","Stalking",47.3,"FV"
2023,"WARRNAMBOOL","Stalking",13.9,"Non-FV"
2023,"WARRNAMBOOL","Harassment and private nuisance",64.1,"FV"
2023,"WARRNAMBOOL","Harassment and private nuisance",52.9,"Non-FV"
2023,"WARRNAMBOOL","Threatening behaviour",89.1,"FV"
2023,"WARRNAMBOOL","Threatening behaviour",52.9,"Non-FV"
2023,"WELLINGTON","Serious assault",167,"FV"
2023,"WELLINGTON","Serious assault",130.1,"Non-FV"
2023,"WELLINGTON","Common assault",498.7,"FV"
2023,"WELLINGTON","Common assault",279.7,"Non-FV"
2023,"WELLINGTON","Stalking",71.6,"FV"
2023,"WELLINGTON","Stalking",19.5,"Non-FV"
2023,"WELLINGTON","Harassment and private nuisance",71.6,"FV"
2023,"WELLINGTON","Harassment and private nuisance",10.8,"Non-FV"
2023,"WELLINGTON","Threatening behaviour",110.6,"FV"
2023,"WELLINGTON","Threatening behaviour",80.2,"Non-FV"
2023,"WHITEHORSE","Serious assault",40.3,"FV"
2023,"WHITEHORSE","Serious assault",52,"Non-FV"
2023,"WHITEHORSE","Common assault",153.3,"FV"
2023,"WHITEHORSE","Common assault",111.9,"Non-FV"
2023,"WHITEHORSE","Stalking",12.9,"FV"
2023,"WHITEHORSE","Stalking",11.8,"Non-FV"
2023,"WHITEHORSE","Harassment and private nuisance",15.7,"FV"
2023,"WHITEHORSE","Harassment and private nuisance",7.8,"Non-FV"
2023,"WHITEHORSE","Threatening behaviour",31.9,"FV"
2023,"WHITEHORSE","Threatening behaviour",24.1,"Non-FV"
2023,"WHITTLESEA","Serious assault",79.2,"FV"
2023,"WHITTLESEA","Serious assault",73.1,"Non-FV"
2023,"WHITTLESEA","Common assault",206.1,"FV"
2023,"WHITTLESEA","Common assault",122.9,"Non-FV"
2023,"WHITTLESEA","Stalking",26.5,"FV"
2023,"WHITTLESEA","Stalking",16.3,"Non-FV"
2023,"WHITTLESEA","Harassment and private nuisance",42,"FV"
2023,"WHITTLESEA","Harassment and private nuisance",18.4,"Non-FV"
2023,"WHITTLESEA","Threatening behaviour",58,"FV"
2023,"WHITTLESEA","Threatening behaviour",42,"Non-FV"
2023,"INDIGO","Serious assault",56.6,"FV"
2023,"INDIGO","Serious assault",45.3,"Non-FV"
2023,"INDIGO","Common assault",113.3,"FV"
2023,"INDIGO","Common assault",101.9,"Non-FV"
2023,"INDIGO","Harassment and private nuisance",11.3,"FV"
2023,"INDIGO","Harassment and private nuisance",5.7,"Non-FV"
2023,"INDIGO","Threatening behaviour",51,"FV"
2023,"INDIGO","Threatening behaviour",11.3,"Non-FV"
2023,"TOWONG","Serious assault",128.1,"FV"
2023,"TOWONG","Serious assault",80.1,"Non-FV"
2023,"TOWONG","Common assault",240.3,"FV"
2023,"TOWONG","Common assault",176.2,"Non-FV"
2023,"TOWONG","Stalking",16,"Non-FV"
2023,"TOWONG","Threatening behaviour",16,"FV"
2023,"TOWONG","Threatening behaviour",48.1,"Non-FV"
2023,"WODONGA","Serious assault",153.6,"FV"
2023,"WODONGA","Serious assault",119.7,"Non-FV"
2023,"WODONGA","Common assault",248.5,"FV"
2023,"WODONGA","Common assault",248.5,"Non-FV"
2023,"WODONGA","Stalking",24.8,"FV"
2023,"WODONGA","Stalking",15.8,"Non-FV"
2023,"WODONGA","Harassment and private nuisance",33.9,"FV"
2023,"WODONGA","Harassment and private nuisance",18.1,"Non-FV"
2023,"WODONGA","Threatening behaviour",61,"FV"
2023,"WODONGA","Threatening behaviour",85.8,"Non-FV"
2023,"WYNDHAM","Serious assault",132.7,"FV"
2023,"WYNDHAM","Serious assault",106.5,"Non-FV"
2023,"WYNDHAM","Common assault",237.6,"FV"
2023,"WYNDHAM","Common assault",119.1,"Non-FV"
2023,"WYNDHAM","Stalking",11.7,"FV"
2023,"WYNDHAM","Stalking",8.3,"Non-FV"
2023,"WYNDHAM","Harassment and private nuisance",25.9,"FV"
2023,"WYNDHAM","Harassment and private nuisance",13.6,"Non-FV"
2023,"WYNDHAM","Threatening behaviour",58,"FV"
2023,"WYNDHAM","Threatening behaviour",35.5,"Non-FV"
2023,"YARRA","Serious assault",121,"FV"
2023,"YARRA","Serious assault",284.1,"Non-FV"
2023,"YARRA","Common assault",188.7,"FV"
2023,"YARRA","Common assault",383.6,"Non-FV"
2023,"YARRA","Stalking",16.4,"FV"
2023,"YARRA","Stalking",19.5,"Non-FV"
2023,"YARRA","Harassment and private nuisance",28.7,"FV"
2023,"YARRA","Harassment and private nuisance",28.7,"Non-FV"
2023,"YARRA","Threatening behaviour",44.1,"FV"
2023,"YARRA","Threatening behaviour",69.7,"Non-FV"
2023,"YARRA RANGES","Serious assault",49.2,"FV"
2023,"YARRA RANGES","Serious assault",75,"Non-FV"
2023,"YARRA RANGES","Common assault",255.2,"FV"
2023,"YARRA RANGES","Common assault",113.4,"Non-FV"
2023,"YARRA RANGES","Stalking",15.8,"FV"
2023,"YARRA RANGES","Stalking",11.3,"Non-FV"
2023,"YARRA RANGES","Harassment and private nuisance",29.6,"FV"
2023,"YARRA RANGES","Harassment and private nuisance",17.6,"Non-FV"
2023,"YARRA RANGES","Threatening behaviour",43.5,"FV"
2023,"YARRA RANGES","Threatening behaviour",37.8,"Non-FV"
2022,"BALLARAT","Serious assault",124.1,"FV"
2022,"BALLARAT","Serious assault",119.8,"Non-FV"
2022,"BALLARAT","Common assault",231,"FV"
2022,"BALLARAT","Common assault",159.5,"Non-FV"
2022,"BALLARAT","Stalking",25,"FV"
2022,"BALLARAT","Stalking",7.8,"Non-FV"
2022,"BALLARAT","Harassment and private nuisance",26.7,"FV"
2022,"BALLARAT","Harassment and private nuisance",6.9,"Non-FV"
2022,"BALLARAT","Threatening behaviour",48.3,"FV"
2022,"BALLARAT","Threatening behaviour",33.6,"Non-FV"
2022,"PYRENEES","Serious assault",78.4,"FV"
2022,"PYRENEES","Serious assault",52.3,"Non-FV"
2022,"PYRENEES","Common assault",143.7,"FV"
2022,"PYRENEES","Common assault",65.3,"Non-FV"
2022,"PYRENEES","Stalking",26.1,"FV"
2022,"PYRENEES","Stalking",13.1,"Non-FV"
2022,"PYRENEES","Harassment and private nuisance",13.1,"FV"
2022,"PYRENEES","Threatening behaviour",13.1,"FV"
2022,"PYRENEES","Threatening behaviour",13.1,"Non-FV"
2022,"BANYULE","Serious assault",67.5,"FV"
2022,"BANYULE","Serious assault",87.9,"Non-FV"
2022,"BANYULE","Common assault",135.8,"FV"
2022,"BANYULE","Common assault",162.4,"Non-FV"
2022,"BANYULE","Stalking",17.3,"FV"
2022,"BANYULE","Stalking",14.1,"Non-FV"
2022,"BANYULE","Harassment and private nuisance",27.5,"FV"
2022,"BANYULE","Harassment and private nuisance",24.3,"Non-FV"
2022,"BANYULE","Threatening behaviour",45.5,"FV"
2022,"BANYULE","Threatening behaviour",47.1,"Non-FV"
2022,"NILLUMBIK","Serious assault",38.1,"FV"
2022,"NILLUMBIK","Serious assault",52.3,"Non-FV"
2022,"NILLUMBIK","Common assault",96.7,"FV"
2022,"NILLUMBIK","Common assault",84,"Non-FV"
2022,"NILLUMBIK","Stalking",11.1,"FV"
2022,"NILLUMBIK","Stalking",3.2,"Non-FV"
2022,"NILLUMBIK","Harassment and private nuisance",19,"FV"
2022,"NILLUMBIK","Harassment and private nuisance",14.3,"Non-FV"
2022,"NILLUMBIK","Threatening behaviour",15.9,"FV"
2022,"NILLUMBIK","Threatening behaviour",25.4,"Non-FV"
2022,"BASS COAST","Serious assault",179.4,"FV"
2022,"BASS COAST","Serious assault",179.4,"Non-FV"
2022,"BASS COAST","Common assault",368.3,"FV"
2022,"BASS COAST","Common assault",160.2,"Non-FV"
2022,"BASS COAST","Stalking",93.3,"FV"
2022,"BASS COAST","Stalking",26.3,"Non-FV"
2022,"BASS COAST","Harassment and private nuisance",67,"FV"
2022,"BASS COAST","Harassment and private nuisance",28.7,"Non-FV"
2022,"BASS COAST","Threatening behaviour",136.3,"FV"
2022,"BASS COAST","Threatening behaviour",71.7,"Non-FV"
2022,"SOUTH GIPPSLAND","Serious assault",175.8,"FV"
2022,"SOUTH GIPPSLAND","Serious assault",101,"Non-FV"
2022,"SOUTH GIPPSLAND","Common assault",299.6,"FV"
2022,"SOUTH GIPPSLAND","Common assault",74.9,"Non-FV"
2022,"SOUTH GIPPSLAND","Stalking",84.7,"FV"
2022,"SOUTH GIPPSLAND","Stalking",13,"Non-FV"
2022,"SOUTH GIPPSLAND","Harassment and private nuisance",35.8,"FV"
2022,"SOUTH GIPPSLAND","Harassment and private nuisance",6.5,"Non-FV"
2022,"SOUTH GIPPSLAND","Threatening behaviour",81.4,"FV"
2022,"SOUTH GIPPSLAND","Threatening behaviour",35.8,"Non-FV"
2022,"BAW BAW","Serious assault",131.6,"FV"
2022,"BAW BAW","Serious assault",124.8,"Non-FV"
2022,"BAW BAW","Common assault",303.7,"FV"
2022,"BAW BAW","Common assault",200.8,"Non-FV"
2022,"BAW BAW","Stalking",40.5,"FV"
2022,"BAW BAW","Stalking",18.6,"Non-FV"
2022,"BAW BAW","Harassment and private nuisance",48.9,"FV"
2022,"BAW BAW","Harassment and private nuisance",16.9,"Non-FV"
2022,"BAW BAW","Threatening behaviour",52.3,"FV"
2022,"BAW BAW","Threatening behaviour",52.3,"Non-FV"
2022,"BENALLA","Serious assault",110.6,"FV"
2022,"BENALLA","Serious assault",165.9,"Non-FV"
2022,"BENALLA","Common assault",331.9,"FV"
2022,"BENALLA","Common assault",228.2,"Non-FV"
2022,"BENALLA","Stalking",13.8,"FV"
2022,"BENALLA","Stalking",55.3,"Non-FV"
2022,"BENALLA","Harassment and private nuisance",89.9,"FV"
2022,"BENALLA","Harassment and private nuisance",48.4,"Non-FV"
2022,"BENALLA","Threatening behaviour",41.5,"FV"
2022,"BENALLA","Threatening behaviour",83,"Non-FV"
2022,"MANSFIELD","Serious assault",58,"FV"
2022,"MANSFIELD","Serious assault",48.4,"Non-FV"
2022,"MANSFIELD","Common assault",135.4,"FV"
2022,"MANSFIELD","Common assault",96.7,"Non-FV"
2022,"MANSFIELD","Stalking",19.3,"FV"
2022,"MANSFIELD","Harassment and private nuisance",203.1,"FV"
2022,"MANSFIELD","Threatening behaviour",58,"FV"
2022,"MANSFIELD","Threatening behaviour",38.7,"Non-FV"
2022,"MURRINDINDI","Serious assault",84.7,"FV"
2022,"MURRINDINDI","Serious assault",52.1,"Non-FV"
2022,"MURRINDINDI","Common assault",254,"FV"
2022,"MURRINDINDI","Common assault",188.9,"Non-FV"
2022,"MURRINDINDI","Stalking",26.1,"FV"
2022,"MURRINDINDI","Harassment and private nuisance",45.6,"FV"
2022,"MURRINDINDI","Harassment and private nuisance",13,"Non-FV"
2022,"MURRINDINDI","Threatening behaviour",65.1,"FV"
2022,"MURRINDINDI","Threatening behaviour",52.1,"Non-FV"
2022,"GREATER BENDIGO","Serious assault",159.7,"FV"
2022,"GREATER BENDIGO","Serious assault",131.2,"Non-FV"
2022,"GREATER BENDIGO","Common assault",255.1,"FV"
2022,"GREATER BENDIGO","Common assault",227.4,"Non-FV"
2022,"GREATER BENDIGO","Stalking",16.3,"FV"
2022,"GREATER BENDIGO","Stalking",14.7,"Non-FV"
2022,"GREATER BENDIGO","Harassment and private nuisance",28.5,"FV"
2022,"GREATER BENDIGO","Harassment and private nuisance",9,"Non-FV"
2022,"GREATER BENDIGO","Threatening behaviour",61.1,"FV"
2022,"GREATER BENDIGO","Threatening behaviour",42.4,"Non-FV"
2022,"BOROONDARA","Serious assault",33.6,"FV"
2022,"BOROONDARA","Serious assault",47.2,"Non-FV"
2022,"BOROONDARA","Common assault",132.6,"FV"
2022,"BOROONDARA","Common assault",77.2,"Non-FV"
2022,"BOROONDARA","Stalking",8.3,"FV"
2022,"BOROONDARA","Stalking",6.5,"Non-FV"
2022,"BOROONDARA","Harassment and private nuisance",14.7,"FV"
2022,"BOROONDARA","Harassment and private nuisance",11.2,"Non-FV"
2022,"BOROONDARA","Threatening behaviour",19.5,"FV"
2022,"BOROONDARA","Threatening behaviour",17.1,"Non-FV"
2022,"BRIMBANK","Serious assault",124.1,"FV"
2022,"BRIMBANK","Serious assault",137,"Non-FV"
2022,"BRIMBANK","Common assault",265.3,"FV"
2022,"BRIMBANK","Common assault",173.2,"Non-FV"
2022,"BRIMBANK","Stalking",24.3,"FV"
2022,"BRIMBANK","Stalking",10.3,"Non-FV"
2022,"BRIMBANK","Harassment and private nuisance",35.2,"FV"
2022,"BRIMBANK","Harassment and private nuisance",14.5,"Non-FV"
2022,"BRIMBANK","Threatening behaviour",84.3,"FV"
2022,"BRIMBANK","Threatening behaviour",51.7,"Non-FV"
2022,"CAMPASPE","Serious assault",158.2,"FV"
2022,"CAMPASPE","Serious assault",194.5,"Non-FV"
2022,"CAMPASPE","Common assault",274.9,"FV"
2022,"CAMPASPE","Common assault",155.6,"Non-FV"
2022,"CAMPASPE","Stalking",36.3,"FV"
2022,"CAMPASPE","Stalking",2.6,"Non-FV"
2022,"CAMPASPE","Harassment and private nuisance",41.5,"FV"
2022,"CAMPASPE","Harassment and private nuisance",5.2,"Non-FV"
2022,"CAMPASPE","Threatening behaviour",57.1,"FV"
2022,"CAMPASPE","Threatening behaviour",54.5,"Non-FV"
2022,"CARDINIA","Serious assault",79.6,"FV"
2022,"CARDINIA","Serious assault",69.8,"Non-FV"
2022,"CARDINIA","Common assault",263.8,"FV"
2022,"CARDINIA","Common assault",121,"Non-FV"
2022,"CARDINIA","Stalking",26,"FV"
2022,"CARDINIA","Stalking",4.9,"Non-FV"
2022,"CARDINIA","Harassment and private nuisance",40.6,"FV"
2022,"CARDINIA","Harassment and private nuisance",16.2,"Non-FV"
2022,"CARDINIA","Threatening behaviour",77.1,"FV"
2022,"CARDINIA","Threatening behaviour",29.2,"Non-FV"
2022,"CASEY","Serious assault",93.6,"FV"
2022,"CASEY","Serious assault",75.2,"Non-FV"
2022,"CASEY","Common assault",289.9,"FV"
2022,"CASEY","Common assault",139.5,"Non-FV"
2022,"CASEY","Stalking",25.1,"FV"
2022,"CASEY","Stalking",11.1,"Non-FV"
2022,"CASEY","Harassment and private nuisance",36.9,"FV"
2022,"CASEY","Harassment and private nuisance",12.7,"Non-FV"
2022,"CASEY","Threatening behaviour",84.7,"FV"
2022,"CASEY","Threatening behaviour",35.6,"Non-FV"
2022,"CENTRAL GOLDFIELDS","Serious assault",184.9,"FV"
2022,"CENTRAL GOLDFIELDS","Serious assault",229.3,"Non-FV"
2022,"CENTRAL GOLDFIELDS","Common assault",384.6,"FV"
2022,"CENTRAL GOLDFIELDS","Common assault",318,"Non-FV"
2022,"CENTRAL GOLDFIELDS","Stalking",37,"FV"
2022,"CENTRAL GOLDFIELDS","Stalking",14.8,"Non-FV"
2022,"CENTRAL GOLDFIELDS","Harassment and private nuisance",51.8,"FV"
2022,"CENTRAL GOLDFIELDS","Harassment and private nuisance",14.8,"Non-FV"
2022,"CENTRAL GOLDFIELDS","Threatening behaviour",81.4,"FV"
2022,"CENTRAL GOLDFIELDS","Threatening behaviour",125.7,"Non-FV"
2022,"LODDON","Serious assault",103.2,"FV"
2022,"LODDON","Serious assault",64.5,"Non-FV"
2022,"LODDON","Common assault",258.1,"FV"
2022,"LODDON","Common assault",154.8,"Non-FV"
2022,"LODDON","Stalking",25.8,"FV"
2022,"LODDON","Harassment and private nuisance",12.9,"FV"
2022,"LODDON","Harassment and private nuisance",12.9,"Non-FV"
2022,"LODDON","Threatening behaviour",64.5,"FV"
2022,"LODDON","Threatening behaviour",38.7,"Non-FV"
2022,"MOUNT ALEXANDER","Serious assault",49.2,"FV"
2022,"MOUNT ALEXANDER","Serious assault",68.9,"Non-FV"
2022,"MOUNT ALEXANDER","Common assault",103.3,"FV"
2022,"MOUNT ALEXANDER","Common assault",157.4,"Non-FV"
2022,"MOUNT ALEXANDER","Stalking",4.9,"FV"
2022,"MOUNT ALEXANDER","Stalking",14.8,"Non-FV"
2022,"MOUNT ALEXANDER","Harassment and private nuisance",14.8,"FV"
2022,"MOUNT ALEXANDER","Harassment and private nuisance",4.9,"Non-FV"
2022,"MOUNT ALEXANDER","Threatening behaviour",24.6,"FV"
2022,"MOUNT ALEXANDER","Threatening behaviour",49.2,"Non-FV"
2022,"DAREBIN","Serious assault",87,"FV"
2022,"DAREBIN","Serious assault",112.2,"Non-FV"
2022,"DAREBIN","Common assault",191.9,"FV"
2022,"DAREBIN","Common assault",177.3,"Non-FV"
2022,"DAREBIN","Stalking",17.3,"FV"
2022,"DAREBIN","Stalking",24.6,"Non-FV"
2022,"DAREBIN","Harassment and private nuisance",37.2,"FV"
2022,"DAREBIN","Harassment and private nuisance",13.3,"Non-FV"
2022,"DAREBIN","Threatening behaviour",37.2,"FV"
2022,"DAREBIN","Threatening behaviour",73,"Non-FV"
2022,"EAST GIPPSLAND","Serious assault",188,"FV"
2022,"EAST GIPPSLAND","Serious assault",161.4,"Non-FV"
2022,"EAST GIPPSLAND","Common assault",467.9,"FV"
2022,"EAST GIPPSLAND","Common assault",279.9,"Non-FV"
2022,"EAST GIPPSLAND","Stalking",22.5,"FV"
2022,"EAST GIPPSLAND","Stalking",14.3,"Non-FV"
2022,"EAST GIPPSLAND","Harassment and private nuisance",47,"FV"
2022,"EAST GIPPSLAND","Harassment and private nuisance",2,"Non-FV"
2022,"EAST GIPPSLAND","Threatening behaviour",96,"FV"
2022,"EAST GIPPSLAND","Threatening behaviour",85.8,"Non-FV"
2022,"FRANKSTON","Serious assault",108.4,"FV"
2022,"FRANKSTON","Serious assault",140.3,"Non-FV"
2022,"FRANKSTON","Common assault",329.4,"FV"
2022,"FRANKSTON","Common assault",213.9,"Non-FV"
2022,"FRANKSTON","Stalking",31.9,"FV"
2022,"FRANKSTON","Stalking",23.4,"Non-FV"
2022,"FRANKSTON","Harassment and private nuisance",39,"FV"
2022,"FRANKSTON","Harassment and private nuisance",14.9,"Non-FV"
2022,"FRANKSTON","Threatening behaviour",63.8,"FV"
2022,"FRANKSTON","Threatening behaviour",56.7,"Non-FV"
2022,"GREATER GEELONG","Serious assault",123.3,"FV"
2022,"GREATER GEELONG","Serious assault",148.2,"Non-FV"
2022,"GREATER GEELONG","Common assault",246.9,"FV"
2022,"GREATER GEELONG","Common assault",167,"Non-FV"
2022,"GREATER GEELONG","Stalking",19.5,"FV"
2022,"GREATER GEELONG","Stalking",16.6,"Non-FV"
2022,"GREATER GEELONG","Harassment and private nuisance",34.7,"FV"
2022,"GREATER GEELONG","Harassment and private nuisance",20.2,"Non-FV"
2022,"GREATER GEELONG","Threatening behaviour",53.1,"FV"
2022,"GREATER GEELONG","Threatening behaviour",50.3,"Non-FV"
2022,"QUEENSCLIFFE","Serious assault",93.1,"FV"
2022,"QUEENSCLIFFE","Serious assault",62.1,"Non-FV"
2022,"QUEENSCLIFFE","Common assault",31,"FV"
2022,"QUEENSCLIFFE","Common assault",62.1,"Non-FV"
2022,"QUEENSCLIFFE","Stalking",31,"FV"
2022,"BAYSIDE","Serious assault",28.4,"FV"
2022,"BAYSIDE","Serious assault",58.7,"Non-FV"
2022,"BAYSIDE","Common assault",179,"FV"
2022,"BAYSIDE","Common assault",80.2,"Non-FV"
2022,"BAYSIDE","Stalking",10.8,"FV"
2022,"BAYSIDE","Stalking",8.8,"Non-FV"
2022,"BAYSIDE","Harassment and private nuisance",18.6,"FV"
2022,"BAYSIDE","Harassment and private nuisance",10.8,"Non-FV"
2022,"BAYSIDE","Threatening behaviour",30.3,"FV"
2022,"BAYSIDE","Threatening behaviour",23.5,"Non-FV"
2022,"GLEN EIRA","Serious assault",38.2,"FV"
2022,"GLEN EIRA","Serious assault",36.9,"Non-FV"
2022,"GLEN EIRA","Common assault",190.4,"FV"
2022,"GLEN EIRA","Common assault",99.5,"Non-FV"
2022,"GLEN EIRA","Stalking",11.9,"FV"
2022,"GLEN EIRA","Stalking",16.5,"Non-FV"
2022,"GLEN EIRA","Harassment and private nuisance",15.8,"FV"
2022,"GLEN EIRA","Harassment and private nuisance",10.5,"Non-FV"
2022,"GLEN EIRA","Threatening behaviour",21.7,"FV"
2022,"GLEN EIRA","Threatening behaviour",21.1,"Non-FV"
2022,"GREATER DANDENONG","Serious assault",109.2,"FV"
2022,"GREATER DANDENONG","Serious assault",195.2,"Non-FV"
2022,"GREATER DANDENONG","Common assault",367.2,"FV"
2022,"GREATER DANDENONG","Common assault",311.4,"Non-FV"
2022,"GREATER DANDENONG","Stalking",17.6,"FV"
2022,"GREATER DANDENONG","Stalking",15.7,"Non-FV"
2022,"GREATER DANDENONG","Harassment and private nuisance",26.4,"FV"
2022,"GREATER DANDENONG","Harassment and private nuisance",13.2,"Non-FV"
2022,"GREATER DANDENONG","Threatening behaviour",96.7,"FV"
2022,"GREATER DANDENONG","Threatening behaviour",84.1,"Non-FV"
2022,"HOBSONS BAY","Serious assault",92.5,"FV"
2022,"HOBSONS BAY","Serious assault",95.8,"Non-FV"
2022,"HOBSONS BAY","Common assault",177.4,"FV"
2022,"HOBSONS BAY","Common assault",154.6,"Non-FV"
2022,"HOBSONS BAY","Stalking",14.2,"FV"
2022,"HOBSONS BAY","Stalking",9.8,"Non-FV"
2022,"HOBSONS BAY","Harassment and private nuisance",20.7,"FV"
2022,"HOBSONS BAY","Harassment and private nuisance",5.4,"Non-FV"
2022,"HOBSONS BAY","Threatening behaviour",47.9,"FV"
2022,"HOBSONS BAY","Threatening behaviour",39.2,"Non-FV"
2022,"HINDMARSH","Serious assault",107.1,"FV"
2022,"HINDMARSH","Serious assault",178.5,"Non-FV"
2022,"HINDMARSH","Common assault",267.8,"FV"
2022,"HINDMARSH","Common assault",125,"Non-FV"
2022,"HINDMARSH","Stalking",17.9,"FV"
2022,"HINDMARSH","Harassment and private nuisance",35.7,"Non-FV"
2022,"HINDMARSH","Threatening behaviour",17.9,"FV"
2022,"HINDMARSH","Threatening behaviour",53.6,"Non-FV"
2022,"HORSHAM","Serious assault",245.7,"FV"
2022,"HORSHAM","Serious assault",285,"Non-FV"
2022,"HORSHAM","Common assault",398.1,"FV"
2022,"HORSHAM","Common assault",265.4,"Non-FV"
2022,"HORSHAM","Stalking",44.2,"FV"
2022,"HORSHAM","Stalking",19.7,"Non-FV"
2022,"HORSHAM","Harassment and private nuisance",44.2,"FV"
2022,"HORSHAM","Harassment and private nuisance",9.8,"Non-FV"
2022,"HORSHAM","Threatening behaviour",78.6,"FV"
2022,"HORSHAM","Threatening behaviour",103.2,"Non-FV"
2022,"WEST WIMMERA","Serious assault",25.4,"FV"
2022,"WEST WIMMERA","Serious assault",50.7,"Non-FV"
2022,"WEST WIMMERA","Common assault",76.1,"FV"
2022,"WEST WIMMERA","Common assault",126.8,"Non-FV"
2022,"WEST WIMMERA","Stalking",101.4,"Non-FV"
2022,"WEST WIMMERA","Threatening behaviour",25.4,"FV"
2022,"WEST WIMMERA","Threatening behaviour",25.4,"Non-FV"
2022,"HUME","Serious assault",137.1,"FV"
2022,"HUME","Serious assault",113,"Non-FV"
2022,"HUME","Common assault",242.5,"FV"
2022,"HUME","Common assault",154,"Non-FV"
2022,"HUME","Stalking",33.2,"FV"
2022,"HUME","Stalking",19,"Non-FV"
2022,"HUME","Harassment and private nuisance",47.8,"FV"
2022,"HUME","Harassment and private nuisance",18.6,"Non-FV"
2022,"HUME","Threatening behaviour",86.1,"FV"
2022,"HUME","Threatening behaviour",44.6,"Non-FV"
2022,"KINGSTON","Serious assault",71.8,"FV"
2022,"KINGSTON","Serious assault",78.7,"Non-FV"
2022,"KINGSTON","Common assault",238.6,"FV"
2022,"KINGSTON","Common assault",161.1,"Non-FV"
2022,"KINGSTON","Stalking",26.2,"FV"
2022,"KINGSTON","Stalking",16.2,"Non-FV"
2022,"KINGSTON","Harassment and private nuisance",36.2,"FV"
2022,"KINGSTON","Harassment and private nuisance",9.4,"Non-FV"
2022,"KINGSTON","Threatening behaviour",49.3,"FV"
2022,"KINGSTON","Threatening behaviour",28.1,"Non-FV"
2022,"KNOX","Serious assault",63.9,"FV"
2022,"KNOX","Serious assault",60.8,"Non-FV"
2022,"KNOX","Common assault",221.9,"FV"
2022,"KNOX","Common assault",137.3,"Non-FV"
2022,"KNOX","Stalking",21.3,"FV"
2022,"KNOX","Stalking",8.8,"Non-FV"
2022,"KNOX","Harassment and private nuisance",23.8,"FV"
2022,"KNOX","Harassment and private nuisance",10.7,"Non-FV"
2022,"KNOX","Threatening behaviour",43.2,"FV"
2022,"KNOX","Threatening behaviour",27.6,"Non-FV"
2022,"LATROBE","Serious assault",287,"FV"
2022,"LATROBE","Serious assault",266.4,"Non-FV"
2022,"LATROBE","Common assault",584.3,"FV"
2022,"LATROBE","Common assault",284.4,"Non-FV"
2022,"LATROBE","Stalking",55.3,"FV"
2022,"LATROBE","Stalking",29.6,"Non-FV"
2022,"LATROBE","Harassment and private nuisance",79.8,"FV"
2022,"LATROBE","Harassment and private nuisance",29.6,"Non-FV"
2022,"LATROBE","Threatening behaviour",128.7,"FV"
2022,"LATROBE","Threatening behaviour",103,"Non-FV"
2022,"MACEDON RANGES","Serious assault",55.6,"FV"
2022,"MACEDON RANGES","Serious assault",51.7,"Non-FV"
2022,"MACEDON RANGES","Common assault",162.8,"FV"
2022,"MACEDON RANGES","Common assault",84.3,"Non-FV"
2022,"MACEDON RANGES","Stalking",9.6,"FV"
2022,"MACEDON RANGES","Stalking",24.9,"Non-FV"
2022,"MACEDON RANGES","Harassment and private nuisance",15.3,"FV"
2022,"MACEDON RANGES","Harassment and private nuisance",17.2,"Non-FV"
2022,"MACEDON RANGES","Threatening behaviour",28.7,"FV"
2022,"MACEDON RANGES","Threatening behaviour",23,"Non-FV"
2022,"MANNINGHAM","Serious assault",42.7,"FV"
2022,"MANNINGHAM","Serious assault",36.3,"Non-FV"
2022,"MANNINGHAM","Common assault",162.8,"FV"
2022,"MANNINGHAM","Common assault",66.4,"Non-FV"
2022,"MANNINGHAM","Stalking",11.9,"FV"
2022,"MANNINGHAM","Stalking",7.9,"Non-FV"
2022,"MANNINGHAM","Harassment and private nuisance",12.6,"FV"
2022,"MANNINGHAM","Harassment and private nuisance",10.3,"Non-FV"
2022,"MANNINGHAM","Threatening behaviour",24.5,"FV"
2022,"MANNINGHAM","Threatening behaviour",19,"Non-FV"
2022,"MARIBYRNONG","Serious assault",103.9,"FV"
2022,"MARIBYRNONG","Serious assault",164.4,"Non-FV"
